Animal ID,Type,Animal Name,Breed,Outgoing Date,Outgoing Status,Source,Source Date,Passed for Rehoming,Date Spay/Neutered,Days In Care,Surrender Reason,Primary Euthanasia Reason
101384,Dog,Lucky,Medium Mix Breed,10/10/2017,Seized Release,ACO Impound,10/09/2017,,,1,,Aggressive towards people-
110414,Dog,,Pit Bull,10/10/2017,Euthanized,ACO Impound,10/10/2017,,,0,,Untreatable Terminal Illness-
109832,Dog,Chandler,Pit Bull,10/10/2017,Adopted,ACO Impound,09/23/2017,Yes,09/29/2017,17,,
108467,Dog,Gracie,Small Terrier Mix,10/10/2017,Adopted,Returns,10/06/2017,Yes,08/23/2017,4,,
109013,Dog,Goose,Beagle,10/10/2017,Adopted,Returns,10/07/2017,Yes,09/05/2017,3,,
109947,Dog,Chasey - Rescue Committed,Bull Terrier,10/10/2017,Transfer Out,Owner Surrender,09/26/2017,Rescue,,14,Not good with resident,
,,,,,,,,,,,,
110398,Dog,Ashley,German Shepherd,10/10/2017,Reclaimed,Stray,10/09/2017,,,1,,
110421,Dog,Buddha,Siberian Husky,10/10/2017,Reclaimed,Stray,10/10/2017,,,0,,
110230,Dog,,French Bulldog,10/10/2017,Transfer Out,ACO Impound,10/05/2017,,,5,,
60836,Dog,Lola,Pekingese,10/10/2017,Adopted,ACO Impound,10/04/2017,Yes,04/28/2014,6,,
110120,Dog,Elma - Rescue Committed,Small Mix Breed,10/10/2017,Transfer Out,ACO Impound,10/02/2017,,,8,,
102781,Dog,Snow White,Pit Bull,10/10/2017,Adopted,Returns,09/15/2017,Yes,03/20/2017,25,,
110045,Dog,Lady,Hound,10/10/2017,Adopted,Stray,09/29/2017,Yes,10/04/2017,11,,
110181,Puppy,Dawn- Rescue Committed,Hound,10/10/2017,Transfer Out,ACO Impound,10/03/2017,,,7,,
104338,Dog,Thor- Rescue Committed,Pit Bull,10/10/2017,Transfer Out,Returns,09/10/2017,Yes,05/03/2017,30,,
110182,Puppy,Dusk- Rescue Committed,Hound,10/10/2017,Transfer Out,ACO Impound,10/03/2017,,,7,,
93105,Dog,Desmond,Medium Mix Breed,10/10/2017,Adopted,Returns,09/19/2017,Yes,06/27/2016,21,No time for animal,
110341,Dog,Jesse,Shih Tzu,10/10/2017,Reclaimed,ACO Impound,10/07/2017,,,3,,
104620,Dog,Juneau,Hound,10/10/2017,Adopted,Returns,09/11/2017,Yes,05/12/2017,29,Aggressive towards other,
110444,Dog,,Yorkshire Terrier,10/10/2017,Euthanized,Euthanasia Request,10/10/2017,,,0,Health of the animal -,Owner request -1
110111,Dog,Zorro,Shiba Inu,10/10/2017,Adopted,ACO Impound,10/01/2017,Yes,10/06/2017,9,,
109385,Dog,Lady,Large Mix Breed,10/10/2017,Adopted,ACO Impound,09/08/2017,Yes,,32,,
110054,Dog,Bentley,Large Mix Breed,10/10/2017,Adopted,Stray,09/29/2017,Yes,10/04/2017,11,,
110260,Dog,Kado,Pit Bull,10/10/2017,Reclaimed,ACO Impound,10/06/2017,Yes,11/20/2017,4,,
110261,Dog,Shai,Pit Bull,10/10/2017,Reclaimed,ACO Impound,10/06/2017,Yes,,4,,
109983,Dog,Otis,Pit Bull,10/10/2017,Adopted,ACO Impound,09/27/2017,Yes,,13,,
110262,Puppy,Patches,Pit Bull,10/10/2017,Reclaimed,ACO Impound,10/06/2017,Yes,,4,,
93604,Dog,Rocco,Siberian Husky,10/10/2017,Euthanized,Euthanasia Request,10/09/2017,,,1,,Owner request -1
108950,Dog,Malibu,Pit Bull,10/10/2017,Euthanized,Euthanasia Request,10/10/2017,,,0,,Owner request -1
110405,Dog,Mac,Medium Mix Breed,10/10/2017,Euthanized,Euthanasia Request,10/10/2017,,,0,,Owner request -1
110417,Dog,Baby Girl,Yorkshire Terrier,10/10/2017,Euthanized,Euthanasia Request,10/10/2017,,,0,,Owner request -1
110282,Dog,Rescue,Yorkshire Terrier,10/11/2017,Transfer Out,Stray,10/06/2017,,,5,,
110335,Dog,Sebastian,Small Mix Breed,10/11/2017,Reclaimed,Stray,10/07/2017,,,4,,
110234,Dog,3 Of 4,Long Hair Chihuahua,10/11/2017,Transfer Out,ACO Impound,10/05/2017,,,6,,
110072,Dog,Dexter,Beagle,10/11/2017,Transfer Out,Stray,09/30/2017,Yes,,11,,
110235,Dog,4 Of 4,"Terrier, Rat",10/11/2017,Transfer Out,ACO Impound,10/05/2017,,,6,,
110440,Puppy,Pup 4 - Rescue Committed,Large Mix Breed,10/11/2017,Transfer Out,Owner Surrender,10/10/2017,,,1,Last of Litter,
110184,Dog,Toast,Pit Bull,10/11/2017,Transfer Out,ACO Impound,10/03/2017,Yes,10/10/2017,8,,
110195,Puppy,Sterling,Large Mix Breed,10/11/2017,Adopted,ACO Impound,10/04/2017,Yes,10/10/2017,7,,
83574,Dog,Mack,Pit Bull,10/11/2017,Transfer Out,Returns,10/01/2017,Yes,10/19/2015,10,,
104318,Dog,Taz,Boxer,10/11/2017,Transfer Out,Stray,10/04/2017,Yes,05/01/2017,7,,
109017,Dog,Ernest,Pit Bull,10/11/2017,Adopted,ACO Impound,08/29/2017,Yes,09/05/2017,43,,
110150,Dog,Dutchess,Shepherd,10/11/2017,Adopted,Stray,10/02/2017,Yes,,9,,Rabies Testing-8
109600,Dog,Beenie,Pit Bull,10/11/2017,Adopted,ACO Impound,09/16/2017,Yes,09/22/2017,25,,
109254,Dog,Scarlett,Large Mix Breed,10/11/2017,Adopted,Owner Surrender,09/05/2017,Yes,09/11/2017,36,Health of the caretaker -,
77574,Dog,Hercules,Large Mix Breed,10/11/2017,Adopted,Returns,09/21/2017,Yes,05/29/2015,20,No time for animal,
110231,Puppy,Licorice,Large Mix Breed,10/11/2017,Adopted,ACO Impound,10/05/2017,,10/10/2017,6,,
110476,Puppy,Cruella,Pit Bull,10/11/2017,Euthanized,Euthanasia Request,10/11/2017,,,0,Health of the animal -,Owner request -1
110167,Dog,Graham,Lhasa Apso,10/11/2017,Adopted,ACO Impound,10/03/2017,Yes,10/10/2017,8,,
110468,Dog,Babe,Large Mix Breed,10/11/2017,Euthanized,Euthanasia Request,10/11/2017,,,0,,Owner request -1
110411,Dog,Luna,"Terrier, Rat",10/11/2017,Reclaimed,ACO Impound,10/10/2017,,,1,,
110085,Dog,Honey,Shepherd,10/11/2017,Euthanized,Euthanasia Request,10/11/2017,,,0,,Owner request -1
110470,Dog,Huxley,Medium Mix Breed,10/11/2017,Reclaimed,Stray,10/11/2017,,,0,,
110482,Dog,Piper,Chihuahua,10/11/2017,Reclaimed,ACO Impound,10/11/2017,,,0,,
110416,Dog,Noah,Labrador,10/11/2017,Reclaimed,Stray,10/10/2017,,,1,,
110479,Dog,Duke,German Shepherd,10/11/2017,Seized Release,ACO Impound,10/11/2017,,,0,,
110338,Puppy,Samson,Medium Mix Breed,10/11/2017,Reclaimed,ACO Impound,10/07/2017,,,4,,
110300,Dog,,Small Mix Breed,10/11/2017,Euthanized,Stray,10/06/2017,,,5,,Failure to pass medical
110276,Dog,,Pit Bull,10/11/2017,Euthanized,Stray,10/06/2017,No,,5,,Aggressive towards
110240,Dog,Princess Maddie,"Dachshund, Short-haired",10/12/2017,Reclaimed,Stray,10/05/2017,Yes,10/11/2017,7,,
110198,Puppy,Tawny,Small Terrier Mix,10/12/2017,Adopted,ACO Impound,10/04/2017,Yes,10/10/2017,8,,
110424,Dog,Luna,Medium Mix Breed,10/12/2017,Reclaimed,Stray,10/10/2017,,,2,,
110404,Dog,Patches,Australian Shepherd,10/12/2017,Transfer Out,ACO Impound,10/10/2017,,,2,,
110348,Dog,Linda- Rescue Committed,Labrador,10/12/2017,Transfer Out,ACO Impound,10/08/2017,,,4,,
108258,Dog,Paco,Chihuahua,10/12/2017,Adopted,ACO Impound,08/11/2017,,,62,,
109236,Dog,Heath,Pit Bull,10/12/2017,Adopted,ACO Impound,09/05/2017,Yes,09/15/2017,37,,
110126,Dog,Ramsey,Pit Bull,10/12/2017,Adopted,ACO Impound,10/02/2017,Yes,10/06/2017,10,,
110511,Dog,,Pit Bull,10/12/2017,Seized Release,ACO Impound,10/12/2017,,,0,,
110119,Dog,Rocky,Boxer,10/12/2017,Adopted,Returns,10/10/2017,Yes,,2,,
110355,Dog,Fix/snoopy,Beagle,10/12/2017,Reclaimed,Stray,10/08/2017,,10/11/2017,4,,
110356,Dog,Fix/sadie,Beagle,10/12/2017,Reclaimed,Stray,10/08/2017,,10/11/2017,4,,
108353,Dog,Jax,Pit Bull,10/12/2017,Adopted,Returns,09/24/2017,Yes,08/18/2017,18,,
65909,Dog,Hera,Pit Bull,10/12/2017,Adopted,ACO Impound,09/30/2017,Yes,08/20/2014,12,,
110337,Dog,King,Pit Bull,10/12/2017,Reclaimed,ACO Impound,10/07/2017,,,5,,
110027,Puppy,Lovey,Large Mix Breed,10/12/2017,Adopted,Returns,10/11/2017,,10/02/2017,1,,
110437,Puppy,Bram,Large Mix Breed,10/12/2017,Adopted,Owner Surrender,10/10/2017,,10/11/2017,2,Last of Litter,
110192,Dog,Duchess,Medium Mix Breed,10/12/2017,Adopted,Stray,10/03/2017,Yes,10/10/2017,9,,
98142,Dog,Ivar,Pit Bull,10/12/2017,Adopted,Returns,10/03/2017,Yes,11/21/2016,9,,
,,,,,,,,,,,,
108067,Dog,Paris,Rottweiler,10/12/2017,Adopted,Returns,10/04/2017,Yes,08/11/2017,8,,
97339,Dog,Big Boy,Chow Chow,10/12/2017,Euthanized,Returns,10/10/2017,Yes,,2,Temperament,Aggressive towards people-
110496,Dog,,Large Mix Breed,10/12/2017,Euthanized,ACO Impound,10/12/2017,,,0,,Untreatable Terminal Injury-
110340,Dog,,Large Mix Breed,10/12/2017,Euthanized,ACO Impound,10/07/2017,,,5,,Aggressive towards
101840,Dog,Jimmy - Rescue Committed,Boxer,10/13/2017,Transfer Out,Returns,10/03/2017,Yes,02/22/2017,10,Separation Anxiety,
110438,Puppy,Barker,Large Mix Breed,10/13/2017,Adopted,Owner Surrender,10/10/2017,,10/11/2017,3,Last of Litter,
110441,Puppy,Grimm,Large Mix Breed,10/13/2017,Adopted,Owner Surrender,10/10/2017,,10/11/2017,3,Last of Litter,
110439,Puppy,Edgar,Large Mix Breed,10/13/2017,Adopted,Owner Surrender,10/10/2017,,10/11/2017,3,Last of Litter,
110289,Puppy,Amabel,Pit Bull,10/13/2017,Adopted,Stray,10/06/2017,,10/11/2017,7,,
110158,Dog,Emily,Pit Bull,10/13/2017,Adopted,ACO Impound,10/03/2017,Yes,10/10/2017,10,,
110251,Dog,Jilly,Small Terrier Mix,10/13/2017,Adopted,Stray,10/05/2017,Yes,10/11/2017,8,,
108158,Dog,Rhodey,Medium Mix Breed,10/13/2017,Reclaimed,Returns,10/10/2017,Yes,08/14/2017,3,,Aggressive towards people-
110535,Dog,Homeless,Medium Mix Breed,10/13/2017,Euthanized,Euthanasia Request,10/12/2017,,,1,Biter,Rabies Testing-8
110150,Dog,Dutchess,Shepherd,10/13/2017,Euthanized,Returns,10/12/2017,Yes,,1,Biter,Rabies Testing-8
110537,Dog,Diva,Beagle,10/13/2017,Reclaimed,ACO Impound,10/13/2017,,,0,,
109951,Dog,Sasha,Large Mix Breed,10/13/2017,Adopted,ACO Impound,09/27/2017,Yes,10/02/2017,16,,
110543,Dog,Jemma,Labrador,10/13/2017,Reclaimed,Euthanasia Request,10/13/2017,,,0,,Owner request -1
110165,Dog,Mary,Pit Bull,10/13/2017,Transfer Out,Stray,10/03/2017,Rescue,,10,,
110305,Puppy,Sebastian,Boxer,10/13/2017,Adopted,Stray,10/06/2017,,10/11/2017,7,,
110280,Puppy,Nina,Pit Bull,10/13/2017,Adopted,ACO Impound,10/06/2017,,10/11/2017,7,,
109368,Puppy,Corey,Large Mix Breed,10/13/2017,Adopted,Returns,10/06/2017,Yes,09/15/2017,7,,
110539,Dog,Buddy,Border Collie,10/13/2017,Reclaimed,ACO Impound,10/13/2017,,,0,,
110540,Dog,Kodi,Rottweiler,10/13/2017,Reclaimed,ACO Impound,10/13/2017,,,0,,
109927,Puppy,Empress,Shepherd,10/13/2017,Adopted,Returns,10/10/2017,Yes,10/06/2017,3,,
110427,Dog,Fix - Diamond,Pit Bull,10/13/2017,Reclaimed,Stray,10/10/2017,,10/13/2017,3,,Failure to pass medical
110188,Puppy,Aspen,Large Mix Breed,10/13/2017,Adopted,Owner Surrender,10/03/2017,Yes,,10,No time for animal,
110517,Dog,Tyrus,Small Mix Breed,10/13/2017,Reclaimed,ACO Impound,10/12/2017,,,1,,
110248,Dog,Clipper,Belgian Malinois,10/13/2017,Transfer Out,Stray,10/05/2017,Rescue,10/13/2017,8,,
110359,Dog,Fix - Chong,Pit Bull,10/13/2017,Reclaimed,Stray,10/08/2017,,10/13/2017,5,,
110130,Dog,Casper,Pomeranian,10/13/2017,Adopted,ACO Impound,10/02/2017,Yes,,11,,
108973,Dog,Eliza / Gilly,Large Mix Breed,10/13/2017,Adopted,Returns,10/01/2017,Yes,09/06/2017,12,,Rabies Testing-8
110551,Dog,,Small Terrier Mix,10/13/2017,Euthanized,ACO Impound,10/13/2017,,,0,,Untreatable Terminal Illness-
110263,Puppy,Toby,Small Mix Breed,10/13/2017,Adopted,ACO Impound,10/06/2017,Yes,10/11/2017,7,,
110401,Dog,Behave Check,Pit Bull,10/13/2017,Euthanized,ACO Impound,10/10/2017,,,3,,Aggressive towards people-
65404,Dog,Freedom,Medium Mix Breed,10/13/2017,Seized Release,ACO Impound,10/13/2017,,,0,,
88372,Dog,Gucci,Pit Bull,10/13/2017,Euthanized,Euthanasia Request,10/13/2017,,,0,Aggressive towards other,Aggressive towards people-
101101,Dog,Bella,Pit Bull,10/13/2017,Euthanized,Euthanasia Request,10/13/2017,,,0,Aggressive towards other,Aggressive towards people-
110178,Dog,Bentley / Scooter,Small Terrier Mix,10/14/2017,Adopted,Stray,10/03/2017,Yes,10/10/2017,11,,
110345,Dog,Daisy,Shih Tzu,10/14/2017,Transfer Out,Owner Surrender,10/07/2017,,,7,FINANCIAL -- Cannot,
110385,Dog,Andrea,Yorkshire Terrier,10/14/2017,Transfer Out,Stray,10/09/2017,Yes,10/13/2017,5,,
80725,Dog,Gomez,Labrador,10/14/2017,Adopted,Returns,10/07/2017,Yes,08/11/2015,7,,
108415,Dog,Gracie,Pit Bull,10/14/2017,Adopted,ACO Impound,08/15/2017,Yes,08/21/2017,60,,
67099,Dog,Sugar,Poodle Toy,10/14/2017,Adopted,ACO Impound,10/01/2017,Yes,09/17/2014,13,,
110561,Dog,Molly,Saint Bernard,10/14/2017,Seized Release,ACO Impound,10/14/2017,,,0,,
110201,Dog,Tiffani,Pit Bull,10/14/2017,Adopted,ACO Impound,10/04/2017,Yes,10/10/2017,10,,
110327,Dog,Axil,German Shepherd,10/14/2017,Adopted,ACO Impound,10/07/2017,Yes,,7,,
109901,Puppy,Kalista,Medium Mix Breed,10/14/2017,Adopted,ACO Impound,09/25/2017,,,19,,
70692,Dog,Duke,Labrador,10/14/2017,Adopted,ACO Impound,08/31/2017,Yes,,44,Divorce/Separation,
110495,Dog,Cobie,Cane Corso,10/14/2017,Reclaimed,ACO Impound,10/11/2017,,,3,,
106834,Dog,Dominique,Boxer,10/14/2017,Adopted,Returns,10/07/2017,Yes,07/11/2017,7,,
110225,Puppy,Brie,Medium Mix Breed,10/14/2017,Adopted,ACO Impound,10/04/2017,,10/11/2017,10,,
110299,Dog,Nugget,Dachshund,10/14/2017,Adopted,ACO Impound,10/06/2017,Yes,10/13/2017,8,,
110393,Puppy,Laverne,Chihuahua,10/14/2017,Adopted,Stray,10/09/2017,,10/13/2017,5,,
110394,Puppy,Shirley,Chihuahua,10/14/2017,Adopted,Stray,10/09/2017,,10/13/2017,5,,
110419,Dog,Rogue - Rescue Committed,Medium Mix Breed,10/14/2017,Transfer Out,ACO Impound,10/10/2017,,,4,,
110331,Dog,Oliver,Papillon,10/14/2017,Adopted,Stray,10/07/2017,Yes,10/13/2017,7,,
110277,Dog,Leah,Chihuahua,10/14/2017,Adopted,ACO Impound,10/06/2017,Yes,10/13/2017,8,,
110223,Puppy,Maisy,Pit Bull,10/14/2017,Adopted,Stray,10/04/2017,Yes,10/13/2017,10,,
110034,Dog,Geraldo,Pit Bull,10/14/2017,Adopted,ACO Impound,09/29/2017,Yes,10/06/2017,15,,
110183,Dog,Blayr,Medium Mix Breed,10/14/2017,Adopted,ACO Impound,10/03/2017,Yes,10/10/2017,11,,
110287,Dog,Sarah,Labrador,10/14/2017,Transfer Out,Stray,10/06/2017,,,8,,
109607,Dog,Cameron,Labrador,10/14/2017,Adopted,Stray,09/16/2017,Yes,09/20/2017,28,,
110497,Dog,Duchess,Presa Canario,10/14/2017,Reclaimed,ACO Impound,10/12/2017,,,2,,
60836,Dog,Lola,Pekingese,10/14/2017,Adopted,Returns,10/13/2017,Yes,04/28/2014,1,,
94625,Dog,Duck,Pit Bull,10/14/2017,Adopted,Owner Surrender,08/19/2017,Yes,08/08/2016,56,Moving - No pets allowed,
105415,Dog,Molly,Great Pyrenees,10/14/2017,Adopted,Returns,10/07/2017,Yes,,7,No time for animal,
110304,Dog,Sulley,Retriever,10/14/2017,Transfer Out,ACO Impound,10/06/2017,Yes,10/13/2017,8,,
110236,Puppy,Lillith,Medium Mix Breed,10/14/2017,Adopted,ACO Impound,10/05/2017,,10/11/2017,9,,
110192,Dog,Duchess,Medium Mix Breed,10/14/2017,Adopted,Returns,10/13/2017,Yes,10/10/2017,1,,
110328,Dog,Juniper,Papillon,10/14/2017,Adopted,ACO Impound,10/07/2017,Yes,,7,,
110272,Dog,Lionel,Medium Mix Breed,10/14/2017,Adopted,ACO Impound,10/06/2017,,10/13/2017,8,,
110339,Dog,Coti,Large Mix Breed,10/14/2017,Adopted,ACO Impound,10/07/2017,Yes,,7,,
,,,,,,,,,,,,
85287,Dog,Scarlet- Needs Pulled By 12/11,Pit Bull,10/14/2017,Adopted,Owner Surrender,09/29/2017,Yes,12/07/2015,15,Aggressive towards other,
110206,Dog,Cosmo,Pit Bull,10/14/2017,Adopted,ACO Impound,10/04/2017,Yes,10/11/2017,10,,
109840,Dog,Chico,Medium Mix Breed,10/14/2017,Adopted,Stray,09/23/2017,Yes,,21,,
110541,Dog,Jordan,Chihuahua,10/14/2017,Reclaimed,ACO Impound,10/13/2017,,,1,,
110575,Dog,Twix,Medium Mix Breed,10/14/2017,Reclaimed,ACO Impound,10/14/2017,,,0,,
110563,Dog,Peaches,Chihuahua,10/14/2017,Euthanized,Euthanasia Request,10/14/2017,,,0,,Owner request -1
110589,Dog,Bub,Medium Mix Breed,10/14/2017,Euthanized,Euthanasia Request,10/14/2017,,,0,,Owner request -1
110577,Dog,Daisy Mae,Medium Mix Breed,10/14/2017,Euthanized,Euthanasia Request,10/14/2017,,,0,,Owner request -1
110570,Dog,Elizebeth,Pit Bull,10/14/2017,Seized Release,ACO Impound,10/14/2017,,,0,,
110595,Dog,Jigga,British Bulldog,10/14/2017,Euthanized,Euthanasia Request,10/14/2017,,,0,,Owner request -1
109199,Dog,Prince,Pit Bull,10/15/2017,Adopted,Stray,09/03/2017,Yes,09/08/2017,42,,
109185,Dog,Toby,Medium Mix Breed,10/15/2017,Adopted,Returns,09/22/2017,Yes,09/08/2017,23,,
110325,Dog,Aurora,Pit Bull,10/15/2017,Adopted,Stray,10/07/2017,Behaviour,,8,,
110179,Dog,Harper,Beagle,10/15/2017,Adopted,ACO Impound,10/03/2017,Yes,,12,,
65279,Dog,Buster,Large Mix Breed,10/15/2017,Adopted,Returns,09/07/2017,Yes,08/04/2014,38,FINANCIAL -- Cannot,
110583,Dog,Blaze,Pit Bull,10/15/2017,Reclaimed,ACO Impound,10/14/2017,,,1,,
78813,Dog,Lady- Rescue Committed,Medium Mix Breed,10/15/2017,Transfer Out,Returns,10/10/2017,Yes,07/17/2015,5,,
110583,Dog,Blaze,Pit Bull,10/15/2017,Reclaimed,Returns,10/15/2017,,,0,,
110608,Dog,Myra,Pit Bull,10/15/2017,Reclaimed,Stray,10/15/2017,,,0,,
110214,Dog,Elly,Medium Mix Breed,10/15/2017,Adopted,ACO Impound,10/04/2017,Yes,10/13/2017,11,,
91153,Dog,Harper,Pit Bull,10/15/2017,Adopted,Returns,10/06/2017,Yes,05/11/2016,9,,
109776,Dog,Ava,Pit Bull,10/15/2017,Adopted,ACO Impound,09/21/2017,Yes,09/27/2017,24,,
110565,Dog,Vivian,Long Hair Chihuahua,10/15/2017,Reclaimed,Stray,10/14/2017,,,1,,
109918,Dog,Sibley,Pit Bull,10/15/2017,Adopted,ACO Impound,09/25/2017,Yes,,20,,
110593,Dog,Max,Pekingese,10/15/2017,Reclaimed,ACO Impound,10/14/2017,,,1,,
102781,Dog,Snow White,Pit Bull,10/15/2017,Adopted,Returns,10/12/2017,Yes,03/20/2017,3,,
110594,Dog,Benji,Yorkshire Terrier,10/15/2017,Reclaimed,ACO Impound,10/14/2017,,,1,,
109770,Dog,Gucci,Boxer,10/15/2017,Adopted,Owner Surrender,09/20/2017,Yes,09/25/2017,25,Homeless,
94465,Dog,Poppy,Small Mix Breed,10/15/2017,Seized Release,ACO Impound,10/15/2017,Yes,07/29/2016,0,,
110377,Dog,Blanche - Leaving 10/15,Maltese,10/15/2017,Transfer Out,Stray,10/08/2017,,,7,,
110598,Dog,Lexi,Basenji,10/15/2017,Reclaimed,ACO Impound,10/14/2017,,,1,,
110329,Dog,Roo,Large Mix Breed,10/15/2017,Adopted,ACO Impound,10/07/2017,Yes,10/13/2017,8,,
110613,Dog,Lilly,Poodle Miniature,10/15/2017,Euthanized,Euthanasia Request,10/15/2017,,,0,Health of the animal -,Owner request -1
110615,Dog,Chloe,Labrador Retriever,10/15/2017,Euthanized,Euthanasia Request,10/15/2017,,,0,,Owner request -1
102029,Dog,Ice,Pit Bull,10/15/2017,Adopted,Returns,07/16/2017,Yes,,91,,
110567,Dog,Goldie,Bloodhound,10/15/2017,Reclaimed,ACO Impound,10/14/2017,,,1,,
110611,Dog,Tito,Pit Bull,10/15/2017,Seized Release,ACO Impound,10/15/2017,,,0,,
110420,Puppy,Bleu - Rescue Committed,Pit Bull,10/15/2017,Transfer Out,ACO Impound,10/10/2017,,,5,,
110347,Dog,Lenny,Large Mix Breed,10/15/2017,Adopted,ACO Impound,10/07/2017,Yes,10/13/2017,8,,
110391,Dog,Spot,Jack Russell Terrier,10/15/2017,Adopted,Stray,10/09/2017,Yes,10/13/2017,6,,
110059,Dog,Kiki,Large Mix Breed,10/15/2017,Adopted,Stray,09/30/2017,Yes,10/04/2017,15,,
106074,Dog,Abbie,Mastiff,10/15/2017,Reclaimed,ACO Impound,10/15/2017,,,0,,
106075,Dog,Kootie,Mastiff,10/15/2017,Reclaimed,ACO Impound,10/15/2017,,,0,,
106080,Dog,Rock,Boxer,10/15/2017,Reclaimed,ACO Impound,10/15/2017,,,0,,
110597,Dog,Lucy,German Shepherd,10/15/2017,Reclaimed,ACO Impound,10/14/2017,,,1,,
110344,Dog,Oscar - Rescue Committed,Pug,10/15/2017,Transfer Out,ACO Impound,10/07/2017,,,8,,
103698,Dog,Maggie,Pit Bull,10/15/2017,Adopted,Returns,08/15/2017,Yes,,61,,
110609,Dog,Mickey,Labrador,10/15/2017,Reclaimed,Stray,10/15/2017,,,0,,
110144,Dog,Brilla,Pit Bull,10/15/2017,Adopted,ACO Impound,10/02/2017,Yes,10/10/2017,13,,
108923,Dog,Alistair,Pit Bull,10/15/2017,Adopted,Stray,08/27/2017,Yes,09/05/2017,49,,
110606,Dog,Chico,Shepherd,10/15/2017,Reclaimed,ACO Impound,10/15/2017,,,0,,
110622,Dog,Rex,German Shepherd,10/15/2017,Euthanized,Euthanasia Request,10/15/2017,,,0,,Owner request -1
110523,Dog,,Labrador,10/15/2017,Euthanized,ACO Impound,10/12/2017,,,3,,Failure to pass medical
110619,Dog,Tuco,Chihuahua,10/15/2017,Euthanized,Euthanasia Request,10/15/2017,,,0,,Owner request -1
110634,Dog,Zaporah,Pit Bull,10/15/2017,Euthanized,Euthanasia Request,10/15/2017,,,0,Aggressive towards other,Owner request -1
110638,Dog,N/a,English Bulldog,10/15/2017,Unassisted Death,Owner Surrender,10/15/2017,,,0,Other Reason,
110628,Dog,Cashew,Chihuahua,10/16/2017,Reclaimed,ACO Impound,10/15/2017,,,1,,
110644,Puppy,,Medium Mix Breed,10/16/2017,Euthanized,Stray,10/16/2017,,,0,,Untreatable Terminal Illness-
110232,Dog,Mr Peabody,Large Mix Breed,10/16/2017,Adopted,ACO Impound,10/05/2017,Yes,10/11/2017,11,,
